Service Account No,Date,Meter Number,Unit of Measurement,,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
1164050,12/17/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,6,6,6.4,8.8,8.8,7.6,6.8,7.2,7.2,6.8,6.4,7.6,7.6,6.4,6.4,6.4,6.4,6,4.4,4,4.8,4,3.2,3.6,3.2,3.2,3.6,4,4.4,3.2,4.4,3.2,3.6,3.2,3.2,3.6,3.2,3.2,3.2,3.6,3.2,3.2,3.6,3.6,5.2,6,5.2,6,7.6,10.4,10.4,9.6,10,10,10,10,10,10,10,10.4,10,8.8,10,10.4,10.8,10,8.8,8.4,5.6,4.8,4.8,4.8,4.8,4.8
1164050,12/18/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.8,4.4,6,6,6.4,6,6.8,8.8,8.8,9.2,9.2,7.2,7.2,7.2,7.6,7.2,7.6,7.2,6.8,7.6,6,6.4,5.2,4,5.2,4,4.4,4.4,3.6,4.4,3.2,3.2,4,3.2,3.2,4.8,3.2,2.4,4,2.8,3.6,2.8,4,2.8,3.6,2.8,4,3.2,3.6,3.6,5.6,5.6,6,6,6.8,22.4,23.2,22.8,23.2,22.8,23.2,23.2,23.2,23.2,22.8,22.8,22.8,22.8,22.8,21.2,20.8,20.8,20.8,9.6,5.6,5.2,5.6,5.2,4.8,4.8
1164050,12/19/16,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,6.4,6,6.4,7.2,8,7.2,9.6,8.8,8.8,6.4,7.2,6,5.6,6,6,6.4,5.2,4.8,6,4,3.6,4,3.6,3.6,3.2,3.6,3.2,3.2,3.6,3.6,3.2,2.8,2.8,3.6,3.2,3.2,2.8,2.8,2.8,3.2,2.8,2.8,2.8,2.8,2.8,3.2,2.8,2.8,4.8,5.6,4.8,5.6,6.8,10,11.2,8.8,10.4,10.4,10.8,10.8,10.4,10.8,10.8,10.4,10,11.6,10,10.8,10.8,10.8,10.4,10.8,7.2,5.6,5.6,5.6,5.6,5.6
1164050,12/20/16,259000-079225,KWH_DEL,,5.2,5.2,5.2,5.2,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.4,4.8,4.4,4.4,4.8,4.4,4.4,5.2,6,6,6,6,7.6,9.2,9.2,9.2,7.6,7.2,6,6.8,6.8,6.4,7.2,6.8,4.8,4.8,4.4,4.8,4.8,4.8,3.6,3.6,3.2,2.8,2.4,3.2,3.2,2.4,2.8,2.8,2.4,2.8,2.8,2.8,2.8,3.2,2.8,2.4,2.8,2.8,2.4,3.2,2.4,3.2,4.4,16.8,17.2,10,11.6,18.4,22,22.8,22.8,22.4,22.8,22.4,22.8,22.8,22.4,21.6,22,22,22,21.6,11.2,9.6,10,9.6,9.6,6,4.8,4.4,4.4,4.8,4.4
1164050,12/21/16,259000-079225,KWH_DEL,,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.4,4.8,4.4,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.4,4.8,4.4,4.4,4.8,4.4,4.4,4.4,4,5.6,3.2,4,3.6,4,4,5.2,4.4,3.6,3.6,4.4,3.2,3.6,3.6,3.6,3.6,2.4,3.2,3.2,2.8,3.6,3.6,3.2,4,4.8,4,4.8,5.2,4.8,4.8,4,2.8,3.2,3.2,2.8,3.2,2.8,3.2,5.2,5.6,5.6,5.2,6.4,10,12,10.4,11.2,9.6,9.2,10.4,9.6,9.2,8.8,8.4,8.8,8.4,8,8,7.6,8,7.6,8,6.4,4.8,4.4,4.4,4.4,4.4
1164050,12/22/16,259000-079225,KWH_DEL,,4.8,4.4,4.4,4.4,4.8,5.2,4.4,4.4,4.8,4.4,4.4,4.4,4.4,4.8,4.4,4.4,4.4,4.4,4.4,4.4,5.2,6,6,6,5.2,5.6,8,6.4,4.8,5.6,4.8,5.6,4.8,5.6,4.8,5.2,4.8,5.6,5.2,4.4,4.8,4.4,3.6,5.2,4.4,4,3.6,4,4.4,4.4,3.6,3.6,3.6,3.6,3.2,3.6,3.2,3.6,2.8,3.2,3.2,4,3.6,3.2,4.4,3.2,18.8,18.4,19.2,19.6,18.4,21.2,22.4,23.2,24,24,24.4,24,23.2,23.6,23.6,24.4,23.6,23.2,23.2,22.4,22.8,21.2,9.6,7.6,6.8,4.4,4.4,4.8,4.4,4.4
1164050,12/23/16,259000-079225,KWH_DEL,,4.4,4.8,4.4,5.2,4.8,4.8,4.8,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.4,4.8,6,6.4,6,7.2,6,4,5.2,3.6,5.2,4.8,4,5.2,4,4,5.2,4.4,3.6,4.4,4.4,4,4,4,3.6,3.2,3.2,3.2,3.6,2.8,2.8,2.8,2.8,3.2,2.8,2.8,2.8,3.2,2.8,2.8,2.8,2.8,2.8,4.4,29.6,30.4,30.4,30.8,29.2,10.4,9.2,9.2,9.6,9.6,9.6,10,12,11.6,10.8,10,8.4,8.4,8,8,8,8,8,8,6.8,4.8,4.4,4.8,4.4,4.8
1164050,12/24/16,259000-079225,KWH_DEL,,4.4,4.8,4.4,4.8,4.8,4.4,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.4,4.8,4.4,4.8,4.4,6,6.4,6.4,6,6.4,6,9.2,8.8,7.2,5.2,6.4,5.6,5.2,5.6,4.8,6,4.8,4.8,4.4,5.6,4.4,3.6,4,4.4,3.2,3.2,3.2,3.2,2.4,3.2,2.4,3.6,2.4,3.2,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2,2.4,2.4,4.4,4.8,4.4,4.8,4.8,7.6,8,7.6,8,8,8.4,9.6,10.4,10,10,8.4,9.2,10,9.6,9.2,8,8,7.6,8,6.8,4.8,4.4,4.4,4.8,4.4
1164050,12/25/16,259000-079225,KWH_DEL,,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.4,4.8,4.4,6,6,6,6,6,6,6,6,6.4,6,8,10,9.6,10,8.8,8.8,7.6,8,7.6,8,7.2,8,7.6,7.2,6.8,6.8,6.8,6.8,5.6,5.6,4.4,4.8,3.2,5.2,2.4,5.2,2.4,3.2,2.8,4,2.4,3.2,2.4,4,2.4,3.6,2.8,2.4,2.4,4,2.8,2.4,4,2.4,4.8,6.4,4.4,6.8,5.2,7.6,7.2,8,7.6,8.4,8,8,9.2,9.6,9.6,9.6,10,10,10,10,8.8,8,8,8.4,6.8,4.8,4.8,4.4,4.8,4.4
1164050,12/26/16,259000-079225,KWH_DEL,,4.8,4.4,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.8,5.6,6.4,6,6,6,6.4,6,7.6,8,9.2,10.8,10,9.2,8.8,6.8,6,6.8,6.4,6,6,6.4,5.2,6.4,5.2,5.2,6,4.4,4.4,4.8,3.2,5.2,3.6,4,2.8,4.8,2.4,3.2,4.4,2.4,3.6,4,2.8,2.8,3.2,4,2.8,3.6,2.8,3.6,2.8,4.4,3.2,5.2,6.4,5.6,4.8,6.8,9.6,10,11.6,11.2,10.4,12.8,11.6,10.4,11.2,8.8,9.6,10.4,10.4,10,8.4,8,8,8,8,7.2,4.4,4.8,4.4,4.8,4.4
1164050,12/27/16,259000-079225,KWH_DEL,,4.4,4.8,4.4,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.8,5.6,6,6,6,6,6.4,6,6,6,8,8.8,8.4,6.8,5.6,6.8,7.2,7.6,6.8,6.8,7.6,6.8,6.8,4.8,6.4,5.2,4.8,3.6,4.4,3.6,2.8,3.6,3.2,3.6,3.2,2.8,3.2,2.8,3.6,2.8,2.8,2.8,3.2,2.8,3.6,2.8,3.6,2.8,2.8,3.2,2.8,2.8,4.8,5.2,4.8,4.8,5.6,10,10.8,11.2,10.4,11.6,10.8,10.8,10.8,10,11.2,10,10.4,10.4,9.6,10,9.6,10,9.6,9.6,8.4,4.8,4.8,4.8,4.4,4.8
1164050,12/28/16,259000-079225,KWH_DEL,,4.4,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.4,4.8,4.8,6,6,6.4,6.8,7.6,10,10,7.6,6.4,6,6,5.6,6.8,4.8,5.6,4.4,5.2,4.4,4,3.6,3.2,2.8,3.2,2.8,3.6,2.8,2.8,3.2,2.8,3.2,2.8,2.8,3.2,2.8,3.2,2.8,3.2,2.8,3.6,2.8,3.2,2.8,2.4,3.6,2.8,2.4,4.8,4.8,4.8,4.8,5.2,8.8,10.4,10,10.4,10.4,11.6,10.8,10.4,10,10.4,10,10,10,9.6,9.2,9.6,9.6,9.6,9.6,8.8,4.8,4.4,4.8,4.4,4.8
1164050,12/29/16,259000-079225,KWH_DEL,,4.8,4.4,4.8,4.4,4.8,4.4,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.8,6,6,6,9.6,10.4,8,6.4,6.8,5.2,6,6,5.6,4.8,5.2,6,5.2,4.4,4,3.2,3.6,2.8,4.4,2.8,2.8,3.2,2.8,3.6,2.8,3.6,3.2,2.8,3.2,3.6,3.2,3.2,3.2,2.8,3.6,3.2,2.8,2.8,2.8,2.8,3.6,4.4,5.6,4.8,4.8,5.2,8.4,10,10,9.6,10,10,9.6,10,9.6,9.6,9.6,10,9.6,9.2,9.6,9.6,9.2,9.6,9.2,9.2,4.4,4.8,4.4,4.8,4.8
1164050,12/30/16,259000-079225,KWH_DEL,,4.8,4.8,4.4,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.8,4.4,4.8,4.4,5.6,5.2,3.6,3.2,3.2,4.4,3.2,4.4,2.8,3.2,4,3.6,2.8,3.6,3.2,4,2.8,3.2,4.4,4.8,3.6,2.8,3.6,3.6,2.8,2.8,3.6,2.8,4,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,3.6,2.8,4.4,4.8,4.8,5.2,4.8,8,10.8,10,9.6,10.4,10.4,11.2,11.2,8.8,8.4,9.6,10,9.6,8.8,8,7.6,7.6,8,7.6,7.6,5.2,4.8,4.8,4.8,4.8
1164050,12/31/16,259000-079225,KWH_DEL,,4.4,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.4,5.2,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,6,6.4,6.4,7.2,7.6,6,4.8,4.8,4.8,4.8,5.6,4,4.8,4.8,4,4,5.2,5.2,4,4,3.6,6,4,4,3.6,3.2,3.6,4.8,3.6,2.8,3.2,3.2,3.2,2.4,2.4,2.8,2.4,2.4,2.4,2.4,2.8,2.4,2.4,4,4.4,4.8,4.8,5.2,4.8,7.2,7.2,7.2,8,8,8,8.4,8,8,8,8,8,8,7.6,8,7.6,7.6,8,8,7.2,4.4,4.8,4.8,4.4
1164050,1/1/17,259000-079225,KWH_DEL,,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.4,6.4,6.4,6.4,6,6.4,6.4,6.4,6.4,10,10,10,9.2,8,6.8,6.4,7.6,6,6,7.2,5.2,6.4,5.2,5.2,4.4,4.8,4,3.6,4,3.6,3.2,3.2,3.2,2.8,3.2,2.8,4,2.4,2.8,4,2.4,2.8,4.4,2.4,2.4,3.6,3.2,3.2,2.4,4,2.8,4.8,5.2,6.4,5.2,5.2,6.8,8.4,9.2,9.6,10.4,10,10,10.4,9.6,9.6,10,9.6,9.6,8.8,8,8.4,8.4,8.4,8,8,7.2,4.8,4.4,4.8,4.8
1164050,1/2/17,259000-079225,KWH_DEL,,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,5.6,6,6.8,6.4,6.4,6.4,6.4,10.4,10,8.8,6,6.8,4.8,6.8,5.6,5.6,5.2,6,5.2,4.8,4.8,4.4,4.8,4,3.2,5.2,3.6,4.4,3.6,3.2,4.8,4,2.4,3.2,4.8,2.8,3.6,2.8,3.2,4,2.4,2.4,3.2,3.2,3.6,3.2,2.4,4,4.8,5.2,4.8,7.2,5.2,6,6.4,10.8,9.6,10.4,11.2,10.8,10.4,10.4,11.2,9.6,9.6,10.4,9.2,8,7.2,7.6,7.6,7.6,7.6,8,5.2,4.8,4.8,4.4
1164050,1/3/17,259000-079225,KWH_DEL,,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.4,4.8,5.2,6.4,6.4,6,6.4,6,6.4,6,9.6,10,8.4,7.6,5.6,7.2,6.4,6.8,6.4,6.4,6.4,6,6,6.4,5.6,5.6,5.6,5.2,6,5.2,4.8,4.4,5.2,4.4,4.4,4,4.8,3.2,3.6,4,4.4,3.6,4,4,3.6,4,4,3.6,4,4,3.2,6,5.2,6.8,5.6,7.6,16.8,21.6,22,23.6,23.6,23.6,24.8,23.6,23.6,24.4,12.4,12,11.2,12,11.6,10.4,10,9.6,8,8,8,6,4.8,4.8,4.4
1164050,1/4/17,259000-079225,KWH_DEL,,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,5.6,6,6.4,6,6.4,6,9.2,10,9.6,8.4,7.6,7.6,6.4,6,7.6,6.8,6,7.2,6.4,6,6,6,5.2,6,4,4.4,4,4.4,2.8,3.2,3.6,2.8,4,2.8,2.8,3.2,2.8,2.8,2.8,3.6,2.8,2.8,3.6,3.2,2.8,3.6,2.8,2.8,4.8,5.2,5.2,6,5.6,5.6,6,10.8,10.8,11.2,10.8,11.6,11.2,10.4,10.8,10.4,10,9.6,10,8,8,7.6,8,8,8,8,6.4,4.8,4.8,4.4
1164050,1/5/17,259000-079225,KWH_DEL,,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,6,6.4,6.4,8.8,8.8,5.6,4,4.8,4.4,6,4.8,4.4,4.8,5.2,4.4,4,5.2,4,5.2,3.6,4,4,4,4.4,3.6,4,4,4,3.2,3.6,4.4,3.2,3.6,3.2,4.4,3.6,3.6,3.2,4,3.2,3.6,4.4,3.2,4.8,6.8,5.2,6.4,6.4,6,6.4,8.4,9.2,10.4,10.8,9.6,10.4,8.8,10.4,9.2,9.6,8.8,10.4,10.8,10,9.6,9.6,9.6,9.6,9.6,9.2,4.8,4.8,4.8
1164050,1/6/17,259000-079225,KWH_DEL,,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,5.2,5.2,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.4,4.8,5.2,6.4,6.4,8.8,8.8,5.6,6,5.6,5.6,5.2,6,5.6,4.8,5.2,5.2,3.6,3.2,4,3.2,5.2,6.4,6.8,4.8,5.2,5.2,5.2,4.8,5.2,5.2,4.8,3.6,3.2,3.2,3.2,3.6,3.2,3.2,3.6,3.2,3.2,3.2,3.2,3.2,4.4,5.2,5.2,5.6,6,5.6,5.2,6.8,8.4,9.2,9.2,8.8,8.8,10.4,8,9.2,10,10.4,9.6,8.4,8,8,7.6,8,8,8,8,6,4.8,4.4
1164050,1/7/17,259000-079225,KWH_DEL,,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,5.6,6,6.4,6.8,9.6,8,6.4,4.4,5.6,5.2,6.4,6,5.2,6.4,4.4,6.4,5.2,4,5.6,4,4.4,3.6,2.8,3.6,3.2,2.8,2.8,3.2,2.8,3.6,2.8,2.8,2.8,2.8,2.4,2.4,2.8,2.4,2.8,2.4,2.8,3.2,2.8,3.2,4,5.2,5.2,5.2,5.6,5.6,6,5.6,10,11.2,10.8,10.8,10.4,10.8,10.8,10,10.4,10.4,10,10.4,10,10,9.6,9.6,9.6,9.2,7.6,7.2,4.4,4.8
1164050,1/8/17,259000-079225,KWH_DEL,,5.6,5.6,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,6,8,9.2,7.2,5.2,5.2,5.2,4.8,5.2,3.2,4.4,5.2,4.8,3.6,3.6,3.2,3.2,3.2,3.6,3.2,3.6,3.2,3.2,4,3.2,4.4,4,3.6,3.2,3.6,3.6,4,4,3.2,4,3.2,3.6,4,3.2,3.6,3.6,3.6,6,5.6,5.2,5.6,4.8,5.2,5.2,7.6,10,10,10.4,10,9.6,10,10,9.6,10,9.6,9.2,9.6,9.6,10,10,9.6,8,7.6,7.6,4.8,4.8
1164050,1/9/17,259000-079225,KWH_DEL,,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.4,5.2,4.8,4.4,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,6,5.2,4.4,6,4.8,4.8,4.4,4.8,4.8,4.4,5.2,3.6,4,4.4,4,4,3.6,3.6,5.6,4,3.6,4,4,3.6,4,4,4.4,4.4,3.6,5.2,3.6,4,3.6,3.2,6,4.8,4.8,5.2,5.2,6,7.2,7.2,7.6,7.6,8,7.2,6,6,9.2,9.2,10.8,9.2,9.2,8.4,9.2,10,10,9.6,9.6,9.6,9.6,9.6,10.4,10.4,9.2,8.8,8.4,6,4.8
1164050,1/10/17,259000-079225,KWH_DEL,,4.4,4.8,4.8,5.2,4.8,5.6,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.4,4.8,4.8,4.8,6.4,6.4,7.6,8.8,7.6,5.2,6.4,4.8,6,5.6,6.8,6.4,8.8,8.8,7.6,6,6.4,4.8,4.8,4.4,5.2,5.6,4.4,3.2,2.8,3.2,5.2,3.2,4.8,3.2,2.8,3.2,3.2,3.2,3.6,4.4,3.6,3.2,2.8,3.2,5.6,4,5.2,5.6,6.4,6,6.8,17.6,19.2,19.6,18.8,20.8,22.8,21.6,22,22.8,23.6,22.8,22.4,22.4,22,10.8,9.6,8.4,8,8,8,8,8,8,7.2,4.8
1164050,1/11/17,259000-079225,KWH_DEL,,4.8,4.8,4.4,4.8,4.8,5.2,5.2,5.6,5.2,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,6,6.4,6.4,6.4,6.8,7.6,8.8,7.2,5.6,4.8,4.8,5.6,4.4,5.2,5.2,5.6,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4,4,4.4,4,3.6,4.4,3.6,3.6,3.2,3.2,3.2,3.2,2.8,3.6,3.2,2.8,3.2,3.2,3.2,2.8,3.2,2.8,3.2,5.2,6,18,19.2,18.8,10.8,5.6,5.6,6.8,10.8,10.8,11.2,10.4,10,10,11.2,10.4,9.6,9.6,9.6,8,8,8,8,8,7.6,8,8,7.2
1164050,1/12/17,259000-079225,KWH_DEL,,4.8,4.8,4.4,4.8,4.8,4.8,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.4,4.8,4.8,6.4,6.4,6.8,8.8,8.8,6.8,4.4,6.8,4.4,6,5.2,6.8,6.4,6.4,6.4,5.2,5.2,5.6,4.8,4.4,5.2,4.8,4.8,5.2,4,4.8,4.4,4.8,4.4,5.6,4.4,4.4,5.6,4.4,5.2,4.4,4.4,4,6.4,4.4,3.6,4,4.4,6.4,8.4,8.8,8.4,8.4,8.8,8,5.6,6.4,6,6.8,8.8,8.4,9.2,10.4,10.8,10,8.8,9.2,9.2,8,8,8.4,7.6,8,8,8,8,7.6,8
1164050,1/13/17,259000-079225,KWH_DEL,,7.6,4.8,4.8,4.8,5.2,5.6,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,5.2,6.4,6.8,6.4,9.6,9.2,6.8,6.4,5.2,6,4.8,5.2,5.2,5.2,5.2,4.4,4.4,5.6,4,4.4,3.2,3.6,3.6,3.2,3.2,2.8,3.2,3.2,3.2,3.2,3.2,2.8,2.8,2.8,3.6,2.8,3.2,3.6,3.2,2.8,2.8,3.6,2.8,3.2,4,5.6,6.4,6.4,5.6,5.2,7.2,5.6,6.4,5.6,6,6.8,10.4,11.2,10.4,10,10,11.2,9.6,9.6,9.6,9.6,10,10,10,9.6,9.6,9.6,8,8
1164050,1/14/17,259000-079225,KWH_DEL,,8,8,5.6,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,5.6,6.4,6.8,6.4,6.8,8.4,9.6,8.4,6,4.8,6,4.4,5.2,4.4,5.2,4,4,4.4,3.2,3.6,3.2,3.2,3.6,3.2,2.8,3.2,3.2,2.8,3.6,3.2,2.8,3.2,3.2,3.2,2.8,3.2,3.2,4,2.8,3.6,3.2,3.2,3.2,3.2,3.2,3.2,4,5.2,5.2,5.6,5.6,5.6,6,5.6,5.2,5.6,5.2,5.6,5.6,8.8,10,10,10.4,10,9.6,9.6,10.4,8.8,8,8,7.6,8,8,8,8,8
1164050,1/15/17,259000-079225,KWH_DEL,,8,7.6,8,5.2,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,6.4,7.2,5.2,4.4,3.6,6.8,7.2,6.4,7.2,4.8,7.2,5.6,5.2,4.8,4.4,4,4.8,3.2,4,3.6,3.6,3.6,2.8,3.6,3.2,3.2,3.2,2.8,3.2,3.2,2.8,2.8,2.8,3.2,3.2,3.2,2.8,3.6,3.2,3.2,3.6,4.4,4.8,5.2,5.2,5.6,6.4,5.2,5.2,5.2,5.6,5.2,5.6,6,5.6,7.6,8.8,9.2,8.8,8.8,8.8,9.2,9.2,8.8,9.2,9.2,9.2,8.8,8,7.6,8
1164050,1/16/17,259000-079225,KWH_DEL,,8,8,8,8,7.6,8,8,6.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.4,5.6,6.4,6.4,7.2,10.8,8.4,7.6,5.2,6.4,6.4,5.2,6,5.2,4.8,6.4,4.8,4,3.2,3.6,2.8,3.6,2.4,3.6,2.8,2.8,3.2,2.4,2.8,3.2,2.8,2.4,3.2,3.6,2.4,2.8,3.2,2.8,2.4,3.2,2.8,2.8,2.4,2.8,3.6,3.2,4.4,4.8,4.8,6.8,16.4,17.2,17.2,17.6,17.6,17.2,19.2,17.6,6,6.8,5.2,6.8,6.8,5.6,5.6,8.4,8.4,8.8,8.8,8.4,8.8,8.4,8.8,8.8,8
1164050,1/17/17,259000-079225,KWH_DEL,,8,7.6,8,8,8,8.4,8,8,8,9.6,8.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,6.4,7.2,10,8.4,7.6,6.8,5.2,6.4,7.2,6,7.2,8,6,7.2,5.6,3.2,3.6,4.8,3.6,2.8,4.8,3.2,3.2,4,3.2,3.2,3.6,3.2,4,4,3.2,2.8,4.4,3.2,3.2,3.6,4,3.2,3.2,3.6,3.2,4,3.6,4.8,5.6,5.6,9.6,18.4,18.8,18,18.4,18.8,18.8,18.4,18.4,18,18,20,18,17.6,17.2,6,4.8,5.6,7.2,6.8,7.2,7.6,8,8.4,8,7.6
1164050,1/18/17,259000-079225,KWH_DEL,,7.6,7.6,7.2,7.6,7.2,7.6,7.6,7.2,7.6,7.6,7.6,5.6,4.4,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.4,6.4,6.4,6.4,8,9.6,9.2,9.2,7.2,6.8,7.6,8.4,7.2,7.2,7.2,6,5.6,6.4,6,4.8,5.6,4.8,4.8,4.4,3.6,4.4,3.2,4.4,3.2,3.2,3.2,3.6,3.2,3.6,3.2,3.6,3.6,3.2,2.8,4,3.6,2.8,3.6,2.8,2.8,3.2,4,4.4,6,6,5.6,6.4,6,6.4,5.6,6.8,7.2,7.6,6,6.4,4.8,6.8,5.6,5.2,4.8,4.8,4.4,5.6,7.6,7.6,8,8,8,8,8,7.6
1164050,1/19/17,259000-079225,KWH_DEL,,8,8,7.6,8,7.6,8,7.6,8,8,8,7.6,6,4.8,4.8,5.2,5.2,4.4,4.8,4.8,4.8,4.8,4.4,5.6,6.4,6.4,8.4,8,8,7.6,6,6.4,6.4,6,6.4,5.2,4.8,5.2,5.2,5.2,5.6,4.8,5.2,4.4,4,4,3.6,3.2,4.4,3.6,2.8,3.2,3.2,3.2,2.8,3.2,3.2,2.8,3.2,2.8,3.2,3.2,3.2,3.2,4,3.2,3.2,3.6,12.4,14,7.6,7.6,7.2,7.6,8.8,8.8,10.4,8.4,7.2,7.6,8.4,8.8,9.6,8.8,8.4,8,7.6,6.8,5.6,5.2,4.4,4.8,4.8,4.8,4.8,5.2,5.2
1164050,1/20/17,259000-079225,KWH_DEL,,5.6,5.2,5.2,4.8,4.8,4.8,4.8,4.8,5.2,4.4,4.8,5.2,4.8,4.8,4.8,4.8,4.4,4.8,4.8,4.8,4.8,6.4,6.8,6.4,6.4,6.4,9.2,7.6,7.2,4,6.8,5.2,6.8,5.2,6,5.6,6,5.6,6,5.2,5.2,5.6,6,5.2,5.6,4.4,4.4,4.8,4.8,4.4,4.4,5.2,4,6,5.6,6.4,5.6,5.6,4,5.6,5.2,6,4.8,5.6,5.2,6,5.2,7.2,8.4,9.2,8,7.6,8.4,8.4,8.4,9.2,8.4,8.8,9.2,8.8,7.6,7.6,6.8,8,6.8,6.4,6.8,5.6,4.8,4.8,4.8,5.6,5.2,4.8,4.8,4.8
